Country,City,CO AQI Value,CO AQI Category
Ukraine,Zhovkva,1,Good
Spain,Zumarraga,1,Good
Netherlands,Zeist,1,Good
Russian Federation,Zelenokumsk,1,Good
Czechia,Frenstat,1,Good
Colombia,Fresno,2,Good
Japan,Fukumitsu,1,Good
China,Gaoyou,4,Good
Mexico,Garza Garcia,2,Good
Turkmenistan,Gazojak,1,Good
Germany,Georgsmarienhutte,0,Good
Turkey,Gerede,1,Good
Turkey,Goksun,1,Good
United States of America,Greeley,1,Good
Australia,Goulburn,0,Good
South Africa,Boksburg,49,Good
Sweden,Bollnas,0,Good
Bosnia and Herzegovina,Bosanska Krupa,1,Good
Netherlands,Boxtel,0,Good
United States of America,Brent,1,Good
Netherlands,Breukelen,0,Good
United States of America,Buffalo,1,Good
India,Bundu,1,Good
United Kingdom of Great Britain and Northern Ireland,Bury Saint Edmunds,1,Good
Tajikistan,Buston,1,Good
United Republic of Tanzania,Butiama,1,Good
Colombia,Carepa,1,Good
Italy,Cascina,1,Good
Uganda,Fort Portal,3,Good
United States of America,Franklin Square,1,Good
Denmark,Fredericia,0,Good
China,Fuxin,2,Good
Philippines,Gapan,1,Good
Belgium,Gerpinnes,1,Good
Italy,Giffoni Valle Piana,1,Good
Spain,Gijon,1,Good
Côte d'Ivoire,Daloa,2,Good
Germany,Dassel,0,Good
Belgium,De Haan,0,Good
Indonesia,Denpasar,1,Good
Russian Federation,Devyatka,1,Good
India,Dharmanagar,2,Good
India,Dhuburi,3,Good
India,Dhulagari,3,Good
Brazil,Dom Pedro,2,Good
India,Channagiri,0,Good
France,Charenton Le Pont,1,Good
Russian Federation,Chegdomyn,1,Good
Guatemala,Chicacao,4,Good
Ecuador,Chone,1,Good
United States of America,Citrus,4,Good
Italy,Civita Castellana,1,Good
Brazil,Colinas,0,Good
Mexico,Comitan,1,Good
Guatemala,Comitancillo,3,Good
Brazil,Conselheiro Lafaiete,2,Good
Côte d'Ivoire,Duekoue,2,Good
Belgium,Eghezee,1,Good
United States of America,El Paso,2,Good
Brazil,Espumoso,0,Good
United States of America,Eufaula,2,Good
Portugal,Fanzeres,1,Good
Russian Federation,Berezniki,1,Good
Cameroon,Betare Oya,3,Good
United States of America,Bettendorf,1,Good
Kazakhstan,Beyneu,1,Good
India,Bhusawal,0,Good
Germany,Schermbeck,1,Good
Germany,Schweinfurt,1,Good
Romania,Scornicesti,1,Good
France,Seclin,1,Good
China,Shaping,5,Good
Russian Federation,Shushary,1,Good
India,Singur,5,Good
Unknown,Sitangkai,1,Good
South Africa,Siyabuswa,10,Good
Colombia,Soledad,1,Good
Costa Rica,San Isidro,2,Good
Colombia,San Juan Nepomuceno,2,Good
Mexico,San Miguel El Alto,1,Good
Mexico,Santa Rosalia,1,Good
Russian Federation,Solikamsk,1,Good
Indonesia,Sooko,2,Good
Greece,Sparti,1,Good
South Africa,Standerton,1,Good
Poland,Starachowice,1,Good
Poland,Strzegom,1,Good
Japan,Sueyoshi,1,Good
Indonesia,Jatiwangi,1,Good
Ukraine,Kaharlyk,1,Good
United Republic of Tanzania,Kaliua,0,Good
Germany,Kalkar,1,Good
India,Kamalganj,1,Good
Unknown,Dalianwan,3,Good
Netherlands,Deurne,1,Good
India,Dig,1,Good
Cameroon,Djang,3,Good
Brazil,Coaraci,1,Good
Brazil,Conceicao Do Mato Dentro,1,Good
Nicaragua,Condega,1,Good
United States of America,Cudahy,4,Good
Republic of Moldova,Glodeni,1,Good
Poland,Glogow,1,Good
Azerbaijan,Goycay,1,Good
Colombia,Envigado,4,Good
India,Falakata,2,Good
India,Farakka,2,Good
Germany,Felsberg,1,Good
Paraguay,Fernando De La Mora,1,Good
Estonia,Haapsalu,1,Good
China,Hecun,4,Good
Russian Federation,Uryupinsk,1,Good
Spain,Valdemoro,1,Good
Lithuania,Varena,1,Good
Brazil,Vassouras,5,Good
United States of America,Verona,3,Good
Brazil,Viamao,1,Good
Italy,Vibo Valentia,1,Good
Germany,Tornesch,1,Good
Uganda,Tororo,5,Good
China,Toucheng,1,Good
France,Trappes,1,Good
Madagascar,Tsiroanomandidy,0,Good
China,Tuku,4,Good
Russian Federation,Tulun,1,Good
Russian Federation,Udachnyy,1,Good
United States of America,West Hempstead,2,Good
United States of America,Whitehall,1,Good
Austria,Wiener Neustadt,1,Good
United States of America,Williston,1,Good
Namibia,Windhoek,1,Good
United Kingdom of Great Britain and Northern Ireland,Witney,0,Good
Germany,Wittstock,0,Good
United States of America,Wood Dale,2,Good
China,Xihe,3,Good
Philippines,Vinzons,1,Good
Germany,Vlotho,1,Good
Russian Federation,Volchikha,1,Good
South Africa,Warrenton,0,Good
United States of America,Wauwatosa,2,Good
Ukraine,Kaniv,1,Good
Zambia,Kansanshi,1,Good
Japan,Karasuyama,1,Good
United States of America,Kearny,1,Good
Chad,Kelo,2,Good
India,Pilani,1,Good
United States of America,Pinehurst,1,Good
United States of America,Pittsburg,1,Good
Spain,Paterna,0,Good
Canada,Kingston,1,Good
Zambia,Kitwe,1,Good
Russian Federation,Korenovsk,1,Good
Italy,Rovereto,1,Good
Kenya,Ruiru,2,Good
France,Rumilly,1,Good
France,Saint Denis,0,Good
France,Sainte Marie,0,Good
Turkey,Salihli,1,Good
Serbia,Presevo,1,Good
Iran (Islamic Republic of),Qom,4,Good
Poland,Rogozno,1,Good
Spain,Santa Brigida,0,Good
Colombia,Santa Marta,1,Good
Brazil,Santo Amaro,1,Good
Brazil,Santo Antonio,0,Good
United States of America,Sartell,1,Good
Italy,Sasso Marconi,1,Good
Italy,Scandiano,1,Good
Russian Federation,Schlusselburg,1,Good
France,Sens,1,Good
India,Pihani,3,Good
Philippines,Pio Duran,1,Good
Russian Federation,Platnirovskaya,1,Good
South Africa,Plettenberg Bay,1,Good
Slovakia,Poprad,1,Good
United States of America,Port Lavaca,1,Good
India,Patamundai,3,Good
United States of America,Pell City,4,Good
United Kingdom of Great Britain and Northern Ireland,Peterlee,1,Good
Germany,Petershagen,2,Good
Poland,Skarzysko Kamienna,1,Good
Poland,Slubice,1,Good
Indonesia,Soe,0,Good
Germany,Schwabach,1,Good
India,Seohara,3,Good
Turkey,Sereflikochisar,1,Good
Uganda,Kisoro,2,Good
Japan,Kitaibaraki,1,Good
India,Kombai,1,Good
Russian Federation,Krasnyy Kut,1,Good
Lithuania,Kretinga,1,Good
India,Kumbakonam,2,Good
Unknown,Kupang,1,Good
Serbia,Kursumlija,1,Good
Spain,La Puebla Del Rio,1,Good
Brazil,Laguna,0,Good
United States of America,Lake Ridge,1,Good
United States of America,Lakewood,3,Good
France,Lamentin,0,Good
Belgium,Landen,1,Good
Italy,Laterza,1,Good
United States of America,Lemay,1,Good
Germany,Lennestadt,1,Good
Haiti,Les Cayes,1,Good
France,Les Herbiers,1,Good
United States of America,Lexington,1,Good
Portugal,Lisbon,1,Good
France,Lons Le Saunier,1,Good
India,Lormi,3,Good
Portugal,Loule,1,Good
Russian Federation,Lysva,1,Good
Netherlands,Maasbree,1,Good
China,Maba,4,Good
Italy,Sassari,1,Good
Germany,Schmalkalden,1,Good
Germany,Schwabmunchen,1,Good
Philippines,Seit,1,Good
Germany,Seligenstadt,1,Good
South Africa,Senekal,1,Good
Pakistan,Setharja,1,Good
China,Shalu,4,Good
China,Shashi,6,Good
Portugal,Beja,1,Good
Italy,Bernalda,1,Good
Germany,Bestwig,1,Good
Bosnia and Herzegovina,Bijeljina,1,Good
Belgium,Bilzen,1,Good
Spain,Boadilla Del Monte,1,Good
Panama,Changuinola,1,Good
India,Chapar,2,Good
Thailand,Chiang Khong,0,Good
Poland,Chrzanow,1,Good
United States of America,Claremont,4,Good
Mexico,Coatepec,3,Good
United States of America,Crawfordsville,1,Good
Brazil,Cristalina,1,Good
Mexico,Cuilapam,2,Good
Kazakhstan,Balkhash,1,Good
Syrian Arab Republic,Baniyas,1,Good
India,Bardoli,0,Good
United States of America,Bardstown,1,Good
Brazil,Barreiros,0,Good
Ecuador,Cariamanga,1,Good
United States of America,Cartersville,2,Good
United States of America,Carthage,1,Good
Brazil,Catende,0,Good
Brazil,Caxias,1,Good
South Africa,Bronkhorstspruit,5,Good
India,Budhlada,2,Good
United States of America,Bakersfield,2,Good
Thailand,Bamnet Narong,0,Good
India,Banapur,3,Good
Unknown,Bang Lamung,0,Good
Slovakia,Bardejov,1,Good
Philippines,Bislig,1,Good
Indonesia,Blora,2,Good
Sweden,Boden,1,Good
Poland,Boleslawiec,1,Good
Brazil,Boqueirao,0,Good
Mali,Bougouni,1,Good
Germany,Bretzfeld,1,Good
Serbia,Becej,1,Good
Ukraine,Berezhany,1,Good
Germany,Bergneustadt,1,Good
Turkey,Besikduzu,1,Good
India,Aurad,1,Good
Germany,Bad Bramstedt,1,Good
Germany,Bad Soden Salmunster,1,Good
Togo,Badou,1,Good
Italy,Arluno,1,Good
Egypt,Asyut,1,Good
Togo,Bafilo,1,Good
France,Bailleul,1,Good
India,Baripada,2,Good
Belize,Belmopan,1,Good
United States of America,Berkeley Heights,1,Good
United States of America,Billerica,1,Good
Brazil,Boca Do Acre,1,Good
Romania,Bolintinu Din Vale,1,Good
Brazil,Brasileia,1,Good
United Kingdom of Great Britain and Northern Ireland,Bridlington,1,Good
Turkey,Bucak,1,Good
Colombia,Buga,1,Good
Kenya,Butere,3,Good
United States of America,Butte,0,Good
Italy,Carovigno,1,Good
Spain,Cartama,1,Good
Portugal,Charneca De Caparica,1,Good
France,Chateauroux,1,Good
United Kingdom of Great Britain and Northern Ireland,Cheshunt,1,Good
India,Chhatarpur,3,Good
United States of America,Claremore,1,Good
Portugal,Abrantes,1,Good
Brazil,Acarau,0,Good
Eritrea,Addi Ugri,1,Good
Benin,Allada,2,Good
United States of America,Allouez,1,Good
Spain,Muros,1,Good
Myanmar,Myanaung,0,Good
India,Narayanavanam,0,Good
Spain,Naron,1,Good
United States of America,Nashua,2,Good
United States of America,Newton,1,Good
United States of America,Norman,1,Good
Cameroon,Obala,2,Good
Uzbekistan,Ohangaron,1,Good
China,Linshui,5,Good
Germany,Lubbenau,1,Good
France,Luce,1,Good
Russian Federation,Lyubinskiy,1,Good
South Africa,Mabopane,15,Good
India,Mahbubnagar,0,Good
Croatia,Makarska,1,Good
United States of America,Manassas,1,Good
Unknown,Marina,1,Good
Germany,Marl,1,Good
Egypt,Marsa Matruh,1,Good
India,Medak,1,Good
United States of America,Medford,3,Good
United States of America,Melrose Park,2,Good
United States of America,Mililani Town,0,Good
United States of America,Millville,1,Good
Myanmar,Minbu,0,Good
Dominican Republic,Monte Cristi,1,Good
France,Montelimar,2,Good
United States of America,Morgan City,0,Good
Brazil,Presidente Olegario,1,Good
Egypt,Qena,1,Good
Israel,Qiryat Bialik,2,Good
Brazil,Quixeramobim,0,Good
Tunisia,Qurunbaliyah,1,Good
Republic of North Macedonia,Lipkovo,1,Good
United States of America,Little Ferry,2,Good
Russian Federation,Lokomotivnyy,1,Good
Brazil,Luz,1,Good
Belgium,Machelen,1,Good
Myanmar,Mae Sai,1,Good
Russian Federation,Magdagachi,1,Good
Indonesia,Majalaya,2,Good
India,Malkangiri,2,Good
Turkey,Manisa,1,Good
United States of America,Rosedale,1,Good
United States of America,Rutherford,2,Good
Japan,Sadowara,0,Good
Mexico,Ramos Arizpe,2,Good
Italy,Ravenna,1,Good
France,Rennes,1,Good
Switzerland,Richterswil,1,Good
Brazil,Rio Claro,4,Good
Colombia,Riohacha,1,Good
United States of America,Rogers,2,Good
Viet Nam,Son Tay,4,Good
Belgium,Sprimont,1,Good
Bulgaria,Stara Zagora,1,Good
Russian Federation,Stavropol,1,Good
United States of America,Lake Mary,1,Good
United States of America,Lakeland,2,Good
France,Le Kremlin Bicetre,2,Good
South Africa,Lebowakgomo,6,Good
Sweden,Lerum,1,Good
Brazil,Missao Velha,1,Good
Guatemala,Mixco,2,Good
United Republic of Tanzania,Mkuranga,0,Good
Central African Republic,Mongoumba,3,Good
Russian Federation,Monino,1,Good
United States of America,Montclair,2,Good
Mali,Markala,1,Good
Morocco,Marrakesh,1,Good
Jamaica,May Pen,2,Good
Germany,Merzig,1,Good
Uganda,Mukono,3,Good
United Republic of Tanzania,Muriti,1,Good
United States of America,Muskegon Heights,1,Good
Zimbabwe,Mutare,1,Good
Burundi,Muyinga,3,Good
United Republic of Tanzania,Namikupa,0,Good
Unknown,Naruto,1,Good
Japan,Natori,1,Good
India,Navsari,1,Good
France,Neuilly Sur Marne,2,Good
United States of America,New Bern,1,Good
Poland,Nidzica,1,Good
Belgium,Ninove,1,Good
Japan,Ome,1,Good
Italy,Opera,1,Good
Philippines,Orion,1,Good
Russian Federation,Osinniki,1,Good
Sweden,Oskarshamn,1,Good
Portugal,Ourem,1,Good
India,Pakaur,2,Good
Italy,Palagonia,1,Good
Indonesia,Palimanan,1,Good
Ghana,Kpandu,1,Good
Unknown,Kristiansund,1,Good
Spain,La Baneza,0,Good
France,La Garenne Colombes,2,Good
United States of America,La Puente,4,Good
Indonesia,Labuhan Deli,2,Good
Germany,Norden,1,Good
United States of America,North Branch,1,Good
United States of America,North Creek,2,Good
United States of America,North Las Vegas,2,Good
Philippines,Noveleta,1,Good
Ukraine,Novyy Buh,1,Good
United States of America,Odenton,1,Good
United States of America,San Fernando,3,Good
Guatemala,San Francisco Zapotitlan,3,Good
Guatemala,San Juan Cotzal,1,Good
Argentina,San Juan,1,Good
Italy,San Martino Di Lupari,1,Good
Portugal,Santarem,1,Good
Brazil,Sao Bernardo,0,Good
Brazil,Sao Jeronimo,1,Good
Brazil,Sao Jose Do Rio Preto,1,Good
Japan,Shimminato,1,Good
Japan,Shiroi,1,Good
United States of America,Shively,2,Good
United States of America,Sidney,1,Good
Italy,Siena,1,Good
Sudan,Sinkat,1,Good
Belgium,Sint Truiden,1,Good
United States of America,Skokie,2,Good
Croatia,Slavonski Brod,1,Good
Bulgaria,Sliven,1,Good
France,Sotteville Les Rouen,1,Good
France,Sucy En Brie,1,Good
Poland,Swietochlowice,1,Good
China,Tainan,2,Good
India,Tajpur,1,Good
Chile,Talcahuano,2,Good
Estonia,Tallinn,3,Good
Mexico,Tamuin,1,Good
Brazil,Taquari,1,Good
Russian Federation,Tbilisskaya,1,Good
Mexico,Tecate,2,Good
Belgium,Temse,1,Good
France,Issoudun,1,Good
Brazil,Itajuipe,1,Good
India,Jaitaran,0,Good
Finland,Jamsa,1,Good
India,Jansath,1,Good
Brazil,Jarinu,2,Good
Germany,Nordhorn,1,Good
United States of America,Normal,2,Good
United States of America,North Royalton,1,Good
France,Noumea,0,Good
Slovakia,Nova Dubnica,1,Good
Germany,Nuremberg,0,Good
United States of America,Oak Ridge,1,Good
Japan,Ogaki,1,Good
Japan,Ogori,1,Good
Italy,Oleggio,1,Good
India,Ondal,1,Good
India,Palia Kalan,2,Good
Uganda,Pallisa,3,Good
Netherlands,Enkhuizen,0,Good
Germany,Eschwege,1,Good
Somalia,Eyl,0,Good
United States of America,Farragut,1,Good
China,Fengkou,10,Good
China,Fengrun,4,Good
Brazil,Florestopolis,1,Good
India,Fort Gloster,8,Good
United States of America,Foxborough,1,Good
United States of America,Franklin Park,1,Good
Italy,Frosinone,1,Good
Japan,Fujioka,2,Good
United States of America,Gary,1,Good
Nigeria,Gbongan,2,Good
Belgium,Genappe,1,Good
Russian Federation,Sovetskaya Gavan,4,Good
United States of America,Starkville,3,Good
United States of America,Steger,1,Good
United Kingdom of Great Britain and Northern Ireland,Stockton On Tees,1,Good
Mexico,Suchiapa,1,Good
Georgia,Sukhumi,1,Good
Israel,Tayibe,1,Good
Brazil,Terra Nova,0,Good
Mexico,Teziutlan,1,Good
Mexico,Tezoyuca,2,Good
Philippines,Tigaon,1,Good
Hungary,Tiszafured,1,Good
Hungary,Tiszaujvaros,1,Good
Mexico,Tlaxiaco,1,Good
Colombia,Tocaima,2,Good
Japan,Towada,3,Good
Brazil,Tres Lagoas,1,Good
Japan,Tsuchiura,1,Good
Libya,Tukrah,1,Good
United States of America,Ukiah,1,Good
Malaysia,Sungai Udang,2,Good
India,Suriapet,2,Good
China,Taicheng,2,Good
Indonesia,Tarakan,1,Good
Spain,Tarifa,1,Good
South Africa,Umkomaas,1,Good
Russian Federation,Ust Katav,1,Good
Brazil,Vazante,1,Good
France,Vendome,1,Good
Cuba,Venezuela,1,Good
Mexico,Veracruz,1,Good
Japan,Kani,1,Good
United States of America,Kapaa,0,Good
United Kingdom of Great Britain and Northern Ireland,Kendal,1,Good
United States of America,Grand Prairie,1,Good
United States of America,Groveton,2,Good
Costa Rica,Guacimo,2,Good
Mexico,Guerrero Negro,0,Good
Unknown,Gwadar,1,Good
Jamaica,Half Way Tree,1,Good
United Kingdom of Great Britain and Northern Ireland,Hinckley,1,Good
Germany,Hockenheim,1,Good
Germany,Holzwickede,1,Good
Mexico,Huamantla,3,Good
United States of America,Huntington Beach,2,Good
United States of America,Huron,1,Good
Italy,Iesolo,1,Good
United Republic of Tanzania,Igurubi,1,Good
Brazil,Ipojuca,0,Good
Brazil,Itatiaia,1,Good
Russian Federation,Kamen Na Obi,1,Good
France,Frejus,1,Good
Spain,Galapagar,1,Good
United States of America,Galena Park,2,Good
Sweden,Falkenberg,1,Good
Portugal,Feira,1,Good
India,Lalsot,1,Good
Germany,Langenfeld,1,Good
United States of America,Lawrence,1,Good
France,Le Creusot,1,Good
United States of America,Leeds,1,Good
Unknown,Leirvik,0,Good
Italy,Leonforte,1,Good
United States of America,Lexington Fayette,2,Good
China,Luancheng,4,Good
Japan,Maebaru,2,Good
India,Mailani,2,Good
India,Makum,2,Good
Cuba,Manati,1,Good
India,Mandapam,1,Good
India,Mandapeta,1,Good
Tunisia,Manzil Tamim,1,Good
Russian Federation,Yemelyanovo,1,Good
South Sudan,Yirol,1,Good
United States of America,Youngstown,1,Good
Netherlands,Zaanstad,1,Good
Pakistan,Zahir Pir,1,Good
Pakistan,Zaida,3,Good
Netherlands,Zuidhorn,1,Good
United States of America,Hillside,1,Good
India,Hiriyur,0,Good
Mexico,Huixtla,4,Good
United States of America,Humacao,1,Good
Yemen,Ibb,1,Good
Brazil,Ibiruba,0,Good
Peru,Ica,0,Good
Nigeria,Ikole,2,Good
Sierra Leone,Freetown,1,Good
Russian Federation,Furmanov,1,Good
South Africa,Marquard,3,Good
Zambia,Mazabuka,1,Good
United States of America,Memphis,1,Good
South Africa,Krugersdorp,13,Good
United States of America,La Grande,0,Good
Italy,Adria,1,Good
India,Alandur,3,Good
Brazil,Alta Floresta,1,Good
Brazil,Amarante Do Maranhao,0,Good
Iran (Islamic Republic of),Azar Shahr,1,Good
China,Badaojiang,2,Good
Bangladesh,Badarganj,3,Good
India,Buldana,1,Good
Germany,Burgkirchen,1,Good
Chile,Cabildo,5,Good
Brazil,Caico,0,Good
Australia,Cairns,0,Good
United States of America,Caledonia,1,Good
Brazil,Cangucu,0,Good
Philippines,Carigara,1,Good
United States of America,Chesapeake,1,Good
India,Chittur,1,Good
United States of America,Chowchilla,1,Good
United States of America,Colonial Park,2,Good
Italy,Conegliano,1,Good
Poland,Czechowice Dziedzice,1,Good
Italy,Corigliano Calabro,1,Good
Russian Federation,Dalnerechensk,1,Good
Egypt,Damietta,1,Good
India,Dandeli,1,Good
South Africa,De Aar,1,Good
Netherlands,Delft,1,Good
Democratic Republic of the Congo,Demba,7,Good
India,Digapahandi,3,Good
Côte d'Ivoire,Dimbokro,1,Good
Germany,Donauworth,1,Good
United Kingdom of Great Britain and Northern Ireland,Dalkeith,0,Good
India,Deoli,1,Good
India,Dharampuri,0,Good
Greece,Diavata,1,Good
Belgium,Dinant,1,Good
Mali,Dire,1,Good
Ukraine,Dzhankoy,1,Good
Bulgaria,Elhovo,1,Good
Russian Federation,Novomoskovsk,0,Good
Russian Federation,Novopodrezkovo,1,Good
Pakistan,Nowshera,3,Good
Russian Federation,Noyabrsk,1,Good
Uzbekistan,Nurota,1,Good
Germany,Oberkirch,1,Good
Serbia,Nova Pazova,1,Good
Japan,Yuki,1,Good
Venezuela (Bolivarian Republic of),Zaraza,1,Good
Russian Federation,Zarechnyy,1,Good
United States of America,Yeehaw Junction,1,Good
Ukraine,Berdychiv,1,Good
India,Bodhan,1,Good
France,Chateaudun,1,Good
United States of America,Chattanooga,2,Good
Russian Federation,Chernyakhovsk,1,Good
United Kingdom of Great Britain and Northern Ireland,Chesham,1,Good
India,Chettipalaiyam,1,Good
China,Chupei,1,Good
Cuba,Ciego De Avila,0,Good
Mexico,Compostela,1,Good
China,Baijiantan,1,Good
India,Baloda,2,Good
Philippines,Bayugan,1,Good
Portugal,Arrentela,1,Good
India,Asansol,3,Good
Russian Federation,Astrakhan,1,Good
Portugal,Aveiro,1,Good
Mauritania,Bababe,1,Good
Cameroon,Bafut,3,Good
United States of America,Carol Stream,2,Good
France,Carquefou,1,Good
Italy,Cerea,2,Good
Italy,Cerro Maggiore,1,Good
United Republic of Tanzania,Chalinze,0,Good
United States of America,Brownsburg,1,Good
Netherlands,Bunschoten,1,Good
Viet Nam,Buon Me Thuot,1,Good
Poland,Busko Zdroj,1,Good
Brazil,Cabrobo,0,Good
Brazil,Cafelandia,1,Good
United States of America,Richmond Heights,1,Good
United States of America,Rio Linda,1,Good
Russian Federation,Plavsk,0,Good
United States of America,Poplar Bluff,1,Good
Unknown,Porec,1,Good
Italy,Pozzuoli,1,Good
Switzerland,Prilly,1,Good
India,Pudukkottai,2,Good
Italy,Pulsano,1,Good
Belgium,Putte,1,Good
Nicaragua,Quilali,1,Good
Germany,Raesfeld,1,Good
Ukraine,Rakhiv,1,Good
Nigeria,Otukpo,2,Good
United States of America,Pacifica,1,Good
Philippines,Parang,1,Good
Germany,Peine,1,Good
Ukraine,Shchors,1,Good
Russian Federation,Shilka,8,Good
Japan,Shobu,1,Good
Lao People's Democratic Republic,Si Chiang Mai,2,Good
Brazil,Sidrolandia,1,Good
India,Sikar,2,Good
India,Sindhnur,1,Good
Switzerland,Aesch,2,Good
Azerbaijan,Agsu,1,Good
India,Ajra,0,Good
Nigeria,Akure,2,Good
Iran (Islamic Republic of),Alashtar,1,Good
United Kingdom of Great Britain and Northern Ireland,Grays,0,Good
United States of America,Greensburg,1,Good
Russian Federation,Gremyachinsk,1,Good
Germany,Grimma,1,Good
Venezuela (Bolivarian Republic of),Guigue,1,Good
India,Haflong,3,Good
Hungary,Hajduszoboszlo,1,Good
Denmark,Hjorring,1,Good
Germany,Horstel,1,Good
Germany,Hovelhof,1,Good
China,Huicheng,2,Good
Finland,Hyvinkaa,1,Good
United Republic of Tanzania,Iguguno,0,Good
Nigeria,Ijero,2,Good
Brazil,Ijui,0,Good
United States of America,Iowa City,1,Good
India,Irinjalakuda,1,Good
Egypt,Ismailia,1,Good
Zambia,Isoka,0,Good
Brazil,Itatinga,1,Good
Brazil,Itirucu,0,Good
Brazil,Jaragua Do Sul,1,Good
Unknown,Jibuti,1,Good
Saudi Arabia,Jizan,3,Good
India,Kadiri,1,Good
Netherlands,Kapelle,1,Good
India,Karjat,5,Good
Uganda,Kasese,1,Good
Germany,Kaufungen,1,Good
India,Kanodar,1,Good
Japan,Kariya,2,Good
Japan,Kashiwara,1,Good
Ghana,Keta,1,Good
Benin,Ketou,3,Good
Unknown,Oxelosund,1,Good
Bangladesh,Pabna,1,Good
Italy,Paese,1,Good
Cuba,Palma Soriano,2,Good
United States of America,Pampa,1,Good
United States of America,Orland Park,2,Good
United States of America,Park Ridge,2,Good
Russian Federation,Petrovskaya,1,Good
United States of America,Schenectady,1,Good
Switzerland,Schlieren,1,Good
Italy,Segrate,1,Good
Malaysia,Sekudai,3,Good
Japan,Sendai,1,Good
India,Naregal,1,Good
Uzbekistan,Navoi,1,Good
Russian Federation,Nikolsko Arkhangelskiy,1,Good
India,Noamundi,2,Good
United States of America,North Andover,1,Good
Italy,Noto,1,Good
Togo,Notse,1,Good
Brazil,Novo Oriente,0,Good
Ukraine,Novoukrayinka,1,Good
Tajikistan,Obigarm,1,Good
United States of America,Ocala,1,Good
United States of America,Okmulgee,1,Good
Germany,Wernigerode,1,Good
Germany,Westerkappeln,1,Good
United States of America,White Plains,1,Good
